ocel:eid,ocel:activity,ocel:timestamp,ocel:type:MaintenanceRecord,ocel:type:LogBatch,ocel:type:ProductionBatch,ocel:type:TimberOutput,ocel:type:QualityReport,ocel:type:Mill,CaseID,Mill,LogsProcessed,VolumeM3,ProductionM3,YieldPercent,DowntimeHours,MaintenanceHours,MoistureDefectRate,TwistingDefectRate,BlueStainRate,KnotDefectRate,CrackDefectRate,QualityGradeA,ShiftType,OperatorID,EquipmentStatus,Hour,DayOfWeek,Conformance_Label,Violation_Types
E000112,ProductionComplete,12/15/2019 15:10,,,BATCH_CASE_0004_007,,,,CASE_0004,R250,209,43.38,13.68,31.54,1.46,0.29,3.97,1.36,3.76,3.77,0.8,86.21,Day,OP_009,Operational,15,6,0,None
E000113,QualityInspection,12/15/2019 15:51,,,,,QR_CASE_0004_008,,CASE_0004,R250,85,45.11,31.22,69.21,0.78,0.06,4.47,0.56,3.73,1.59,1.57,89.48,Day,OP_014,Operational,15,6,0,None
E000114,ProcessLogs,12/15/2019 17:44,,,BATCH_CASE_0004_009,,,,CASE_0004,R250,179,51.07,27.72,54.28,1.06,0.16,4.08,1.47,2.7,4.9,2.33,87.19,Day,OP_012,Operational,17,6,0,None
E000115,ProcessLogs,12/15/2019 21:58,,,BATCH_CASE_0004_010,,,,CASE_0004,R250,56,39.04,15.46,39.6,0.98,0.48,2.89,0.91,0.21,2.4,2.1,94.72,Night,OP_013,Operational,21,6,0,None
E000116,ShiftEnd,12/16/2019 01:33,,LOG_R250_011,,,,,CASE_0004,R250,112,9.64,7.44,77.18,0.16,0.0,1.57,0.61,2.76,2.05,3.1,95.0,Night,OP_014,Operational,1,0,0,None
E000117,ProcessLogs,12/16/2019 05:47,,,BATCH_CASE_0004_012,,,,CASE_0004,R250,65,44.7,23.93,53.53,0.84,0.42,2.39,1.51,3.83,2.3,2.13,88.42,Night,OP_011,Operational,5,0,0,None
E000118,MaintenancePlanned,12/16/2019 09:45,MR_R250_013,,,,,,CASE_0004,R250,214,49.79,19.69,39.55,1.95,1.91,1.4,1.19,3.77,4.91,3.08,87.53,Day,OP_012,Maintenance,9,0,0,None
E000119,QualityInspection,12/16/2019 13:04,,,,,QR_CASE_0004_014,,CASE_0004,R250,172,26.14,19.96,76.36,1.19,0.16,0.61,2.71,1.52,4.9,3.27,91.89,Day,OP_013,Operational,13,0,0,None
E000120,QualitySorting,12/16/2019 14:06,,,,,QR_CASE_0004_015,,CASE_0004,R250,123,57.68,16.93,29.35,1.39,0.46,3.74,0.86,3.31,1.36,2.25,86.16,Day,OP_002,Operational,14,0,0,None
E000121,LogShortage,12/16/2019 17:23,,LOG_R250_016,,,,,CASE_0004,R250,111,20.61,12.75,61.86,0.8,0.26,0.26,1.65,2.87,0.5,3.08,87.02,Day,OP_009,Operational,17,0,0,None
E000122,QualityInspection,12/16/2019 21:28,,,,,QR_CASE_0004_017,,CASE_0004,R250,154,41.95,30.81,73.44,0.71,0.23,3.78,1.15,1.14,0.3,3.07,92.85,Night,OP_004,Operational,21,0,0,None
E000123,ProcessLogs,12/17/2019 00:36,,,BATCH_CASE_0004_018,,,,CASE_0004,R250,59,55.49,19.22,34.64,1.32,0.12,4.6,3.99,1.59,2.48,3.75,87.89,Night,OP_015,Operational,0,1,0,None
E000124,MaintenancePlanned,12/17/2019 02:09,MR_R250_019,,,,,,CASE_0004,R250,52,23.52,13.68,58.16,3.29,2.2,2.27,2.57,2.1,4.45,0.54,88.23,Night,OP_005,Maintenance,2,1,0,None
E000125,StartProduction,12/17/2019 03:27,,,BATCH_CASE_0004_020,,,,CASE_0004,R250,134,16.45,8.26,50.21,0.39,0.04,3.68,3.16,2.27,3.79,0.7,90.1,Night,OP_015,Operational,3,1,0,None
E000126,QualityInspection,12/17/2019 05:49,,,,,QR_CASE_0004_021,,CASE_0004,R250,181,25.05,11.78,47.03,0.14,0.07,2.39,3.74,0.03,1.92,1.79,88.09,Night,OP_006,Operational,5,1,0,None
E000127,MaintenancePlanned,12/17/2019 08:08,MR_R250_022,,,,,,CASE_0004,R250,196,8.59,5.24,61.0,2.58,1.37,0.59,1.23,1.62,2.51,3.58,93.3,Day,OP_005,Maintenance,8,1,0,None
E000128,ShiftEnd,12/17/2019 11:43,,LOG_R250_023,,,,,CASE_0004,R250,125,27.11,10.07,37.14,1.44,0.34,2.27,3.96,1.49,3.51,3.65,87.47,Day,OP_013,Operational,11,1,0,None
E000129,ProcessLogs,12/17/2019 14:46,,,BATCH_CASE_0004_024,,,,CASE_0004,R250,113,43.38,25.06,57.77,1.18,0.31,2.64,1.45,3.67,0.56,3.32,92.96,Day,OP_004,Operational,14,1,0,None
E000130,ProcessLogs,12/17/2019 17:25,,,BATCH_CASE_0004_025,,,,CASE_0004,R250,92,25.06,13.44,53.63,0.17,0.02,2.92,0.36,2.04,4.04,1.81,89.24,Day,OP_008,Operational,17,1,0,None
E000131,ProductionComplete,12/17/2019 20:28,,,BATCH_CASE_0004_026,,,,CASE_0004,R250,168,42.98,18.03,41.95,0.03,0.0,0.02,0.87,0.29,2.12,2.8,95.0,Night,OP_001,Operational,20,1,0,None
E000132,LogShortage,04/17/2017 00:00,,LOG_R200_000,,,,,CASE_0005,R200,215,58.12,26.5,45.6,1.34,0.3,4.59,1.51,0.32,4.82,3.5,80.77,Night,OP_014,Operational,0,0,0,None
E000133,LogShortage,04/17/2017 01:54,,LOG_R200_001,,,,,CASE_0005,R200,187,28.44,9.1,32.0,1.47,0.61,3.78,3.91,1.85,3.6,1.7,83.36,Night,OP_004,Operational,1,0,0,None
E000134,ProcessLogs,04/17/2017 03:38,,,BATCH_CASE_0005_002,,,,CASE_0005,R200,89,22.33,17.1,76.58,1.09,0.06,4.05,1.68,3.06,4.42,0.06,83.34,Night,OP_002,Operational,3,0,0,None
E000135,StartProduction,04/17/2017 06:40,,,BATCH_CASE_0005_003,,,,CASE_0005,R200,203,42.95,31.34,72.97,0.37,0.01,2.19,2.16,3.02,3.88,0.56,93.76,Day,OP_004,Operational,6,0,0,None
E000136,ProductionComplete,04/17/2017 10:48,,,BATCH_CASE_0005_004,,,,CASE_0005,R200,197,24.58,14.23,57.89,1.01,0.16,1.51,0.57,2.64,1.11,1.2,89.23,Day,OP_010,Operational,10,0,0,None
E000137,ProcessLogs,04/17/2017 15:20,,,BATCH_CASE_0005_005,,,,CASE_0005,R200,94,40.55,19.67,48.51,0.74,0.36,4.71,2.69,3.14,1.59,1.67,82.08,Day,OP_007,Operational,15,0,0,None
E000138,ProcessLogs,04/17/2017 17:03,,,BATCH_CASE_0005_006,,,,CASE_0005,R200,171,20.53,7.68,37.41,1.29,0.09,2.32,0.23,1.65,2.08,2.12,91.19,Day,OP_005,Operational,17,0,0,None
E000139,ShiftEnd,04/17/2017 18:57,,LOG_R200_007,,,,,CASE_0005,R200,70,55.96,40.06,71.59,0.14,0.05,0.95,1.07,2.69,3.01,3.49,85.62,Night,OP_013,Operational,18,0,0,None
E000140,MaintenanceUnplanned,04/17/2017 22:12,MR_R200_008,,,,,,CASE_0005,R200,193,19.28,7.04,36.51,3.22,2.1,4.54,0.85,0.76,3.71,2.99,89.88,Night,OP_015,Maintenance,22,0,0,None
E000141,ShiftEnd,04/18/2017 00:11,,LOG_R200_009,,,,,CASE_0005,R200,102,28.62,10.92,38.16,0.48,0.07,2.33,2.59,1.23,1.8,3.53,88.35,Night,OP_013,Operational,0,1,0,None
E000142,StartProduction,04/18/2017 04:37,,,BATCH_CASE_0005_010,,,,CASE_0005,R200,131,55.55,25.21,45.38,0.62,0.17,1.11,0.58,1.04,4.67,2.32,89.93,Night,OP_003,Operational,4,1,0,None
E000143,QualitySorting,04/18/2017 06:02,,,,,QR_CASE_0005_011,,CASE_0005,R200,147,37.63,14.49,38.51,0.83,0.39,1.69,3.05,1.95,3.62,2.96,86.15,Day,OP_012,Operational,6,1,0,None
E000144,ShiftEnd,04/18/2017 09:29,,LOG_R200_012,,,,,CASE_0005,R200,85,45.46,23.57,51.85,1.38,0.37,3.21,0.23,0.14,4.23,3.78,90.44,Day,OP_013,Operational,9,1,0,None
E000145,SawBladeChange,04/18/2017 10:09,MR_R200_013,,,,,,CASE_0005,R200,211,20.03,12.8,63.9,0.53,0.4,1.87,2.47,2.67,3.08,1.93,87.94,Day,OP_001,Maintenance,10,1,0,None
E000146,ConveyorMaintenance,04/18/2017 12:56,MR_R200_014,,,,,,CASE_0005,R200,53,8.87,5.74,64.71,2.11,1.36,2.51,2.79,1.72,4.7,0.72,92.17,Day,OP_009,Maintenance,12,1,0,None
E000147,ProcessLogs,04/18/2017 14:10,,,BATCH_CASE_0005_015,,,,CASE_0005,R200,208,35.38,24.71,69.84,0.4,0.08,1.87,1.62,2.26,4.95,0.9,90.6,Day,OP_014,Operational,14,1,0,None
E000148,ProductionComplete,04/18/2017 15:50,,,BATCH_CASE_0005_016,,,,CASE_0005,R200,216,47.5,14.32,30.15,0.57,0.16,0.28,0.04,0.69,2.5,1.74,95.0,Day,OP_010,Operational,15,1,0,None
E000149,ShiftEnd,04/18/2017 19:52,,LOG_R200_017,,,,,CASE_0005,R200,185,55.8,21.0,37.63,1.35,0.47,2.83,1.08,3.7,3.42,1.12,88.39,Night,OP_011,Operational,19,1,0,None
E000150,ShiftEnd,04/18/2017 21:28,,LOG_R200_018,,,,,CASE_0005,R200,130,8.81,3.21,36.44,0.22,0.09,4.1,3.72,1.2,2.82,2.27,89.41,Night,OP_011,Operational,21,1,0,None
E000151,ProcessLogs,04/19/2017 01:27,,,BATCH_CASE_0005_019,,,,CASE_0005,R200,148,47.29,15.46,32.69,1.48,0.54,2.5,3.9,0.21,2.19,3.35,86.17,Night,OP_013,Operational,1,2,0,None
E000152,StartProduction,04/19/2017 04:44,,,BATCH_CASE_0005_020,,,,CASE_0005,R200,151,58.38,25.07,42.94,0.95,0.37,2.25,0.91,2.21,1.88,0.74,93.86,Night,OP_007,Operational,4,2,0,None
E000153,StartProduction,04/24/2015 00:00,,,BATCH_CASE_0006_000,,,,CASE_0006,R200,147,45.01,26.95,59.88,1.11,0.18,0.53,0.02,1.23,1.8,1.08,92.87,Night,OP_003,Operational,0,4,0,None
E000154,ProductionComplete,04/24/2015 02:35,,,BATCH_CASE_0006_001,,,,CASE_0006,R200,192,34.65,10.63,30.68,0.13,0.04,2.98,3.14,3.45,0.06,1.66,92.02,Night,OP_012,Operational,2,4,0,None
E000155,ProcessLogs,04/24/2015 07:11,,,BATCH_CASE_0006_002,,,,CASE_0006,R200,112,37.74,12.96,34.34,0.57,0.04,1.51,1.97,0.25,2.17,1.68,93.23,Day,OP_002,Operational,7,4,0,None
E000156,ProcessLogs,04/24/2015 09:12,,,BATCH_CASE_0006_003,,,,CASE_0006,R200,210,33.78,19.9,58.91,0.69,0.05,0.03,1.58,3.37,1.9,3.45,89.45,Day,OP_007,Operational,9,4,0,None
E000157,MaintenancePlanned,04/24/2015 13:28,MR_R200_004,,,,,,CASE_0006,R200,216,58.66,19.06,32.49,1.46,1.42,1.0,1.26,3.86,4.84,1.17,90.09,Day,OP_008,Maintenance,13,4,0,None
E000158,ProcessLogs,04/24/2015 18:12,,,BATCH_CASE_0006_005,,,,CASE_0006,R200,112,24.95,10.08,40.4,1.18,0.22,4.66,0.8,3.99,0.9,3.07,81.19,Night,OP_012,Operational,18,4,0,None
E000159,ProcessLogs,04/24/2015 21:04,,,BATCH_CASE_0006_006,,,,CASE_0006,R200,103,30.8,12.64,41.04,1.04,0.43,3.98,1.64,2.0,3.17,0.97,90.13,Night,OP_012,Operational,21,4,0,None
E000160,ProductionComplete,04/24/2015 23:26,,,BATCH_CASE_0006_007,,,,CASE_0006,R200,68,31.35,18.15,57.89,0.87,0.23,4.62,3.48,1.67,0.18,3.87,88.13,Night,OP_013,Operational,23,4,0,None
E000161,BreakdownMechanical,04/25/2015 02:29,MR_R200_008,,,,,,CASE_0006,R200,71,13.69,5.29,38.64,2.49,1.45,3.06,2.25,2.58,3.23,3.87,82.66,Night,OP_013,Breakdown,2,5,0,None
E000162,MaintenancePlanned,04/25/2015 04:30,MR_R200_009,,,,,,CASE_0006,R200,180,46.84,26.09,55.7,2.56,1.56,1.87,1.85,2.72,3.45,0.6,95.0,Night,OP_008,Maintenance,4,5,0,None
E000163,ProcessLogs,04/25/2015 05:47,,,BATCH_CASE_0006_010,,,,CASE_0006,R200,71,14.04,10.77,76.71,0.21,0.03,2.28,0.83,1.93,2.38,1.75,93.66,Night,OP_006,Operational,5,5,0,None
E000164,QualitySorting,04/25/2015 06:34,,,,,QR_CASE_0006_011,,CASE_0006,R200,79,9.17,4.02,43.84,0.16,0.06,4.65,2.96,2.06,2.76,1.32,85.19,Day,OP_008,Operational,6,5,0,None
E000165,QualityInspection,04/25/2015 08:17,,,,,QR_CASE_0006_012,,CASE_0006,R200,211,17.59,10.59,60.2,0.65,0.01,3.07,0.79,2.37,1.94,2.82,86.08,Day,OP_013,Operational,8,5,0,None
E000166,ProcessLogs,04/25/2015 12:05,,,BATCH_CASE_0006_013,,,,CASE_0006,R200,66,38.02,26.22,68.96,0.81,0.15,0.99,0.46,2.68,2.45,3.86,87.92,Day,OP_007,Operational,12,5,0,None
E000167,QualityInspection,04/25/2015 15:20,,,,,QR_CASE_0006_014,,CASE_0006,R200,79,26.09,18.66,71.52,0.93,0.38,3.53,1.19,2.46,0.42,0.54,88.53,Day,OP_005,Operational,15,5,0,None
E000168,ShiftEnd,04/25/2015 16:38,,LOG_R200_015,,,,,CASE_0006,R200,86,34.56,16.59,48.0,0.21,0.04,0.93,2.54,2.77,3.23,4.0,86.94,Day,OP_008,Operational,16,5,0,None
E000169,QualitySorting,04/25/2015 18:20,,,,,QR_CASE_0006_016,,CASE_0006,R200,130,51.78,30.59,59.08,1.3,0.62,2.42,0.78,1.54,2.81,2.61,89.31,Night,OP_008,Operational,18,5,0,None
E000170,QualitySorting,04/25/2015 21:10,,,,,QR_CASE_0006_017,,CASE_0006,R200,163,33.41,9.87,29.54,0.05,0.02,1.46,1.1,2.15,0.84,1.83,95.0,Night,OP_013,Operational,21,5,0,None
E000171,StartProduction,04/25/2015 23:56,,,BATCH_CASE_0006_018,,,,CASE_0006,R200,78,37.78,15.01,39.73,0.81,0.4,2.71,3.03,3.04,2.21,0.87,87.44,Night,OP_012,Operational,23,5,0,None
E000172,ProcessLogs,04/26/2015 04:08,,,BATCH_CASE_0006_019,,,,CASE_0006,R200,113,23.48,18.78,79.98,0.67,0.12,4.08,1.76,3.98,3.88,0.95,88.34,Night,OP_010,Operational,4,6,0,None
E000173,LogShortage,04/26/2015 07:58,,LOG_R200_020,,,,,CASE_0006,R200,206,40.9,13.96,34.13,0.21,0.02,1.03,0.24,1.4,1.41,2.16,93.07,Day,OP_012,Operational,7,6,0,None
E000174,ShiftEnd,04/26/2015 10:05,,LOG_R200_021,,,,,CASE_0006,R200,118,57.52,30.65,53.29,1.35,0.55,0.68,3.0,1.65,0.3,1.11,95.0,Day,OP_012,Operational,10,6,0,None
E000175,ProcessLogs,04/26/2015 13:52,,,BATCH_CASE_0006_022,,,,CASE_0006,R200,87,44.99,31.75,70.57,1.14,0.39,2.45,2.31,1.07,2.07,1.81,92.32,Day,OP_015,Operational,13,6,0,None
E000176,ProcessLogs,04/26/2015 17:29,,,BATCH_CASE_0006_023,,,,CASE_0006,R200,181,46.99,29.7,63.2,1.32,0.3,2.44,2.33,3.48,4.24,0.37,92.26,Day,OP_011,Operational,17,6,0,None
E000177,StartProduction,04/26/2015 20:40,,,BATCH_CASE_0006_024,,,,CASE_0006,R200,66,49.38,23.15,46.88,1.45,0.6,2.47,1.29,1.13,2.74,0.52,95.0,Night,OP_013,Operational,20,6,0,None
E000178,QualitySorting,04/26/2015 23:05,,,,,QR_CASE_0006_025,,CASE_0006,R200,62,10.39,6.18,59.48,1.26,0.01,4.65,0.63,1.83,4.96,1.71,91.42,Night,OP_015,Operational,23,6,0,None
E000179,ProcessLogs,04/27/2015 00:44,,,BATCH_CASE_0006_026,,,,CASE_0006,R200,127,16.27,12.41,76.28,0.41,0.13,1.25,1.49,3.62,0.83,1.59,89.82,Night,OP_012,Operational,0,0,0,None
E000180,StartProduction,05/08/2019 00:00,,,BATCH_CASE_0007_000,,,,CASE_0007,R200,69,14.9,5.58,37.45,1.02,0.0,3.48,3.27,3.95,2.11,0.53,81.77,Night,OP_007,Operational,0,2,0,None
E000181,StartProduction,05/08/2019 01:39,,,BATCH_CASE_0007_001,,,,CASE_0007,R200,76,13.37,6.05,45.25,0.45,0.09,4.07,3.5,2.57,3.39,0.27,86.64,Night,OP_010,Operational,1,2,0,None
E000182,ProcessLogs,05/08/2019 04:54,,,BATCH_CASE_0007_002,,,,CASE_0007,R200,139,45.57,27.13,59.53,0.23,0.05,3.43,3.44,0.35,0.5,3.01,90.61,Night,OP_007,Operational,4,2,0,None
E000183,QualitySorting,05/08/2019 07:05,,,,,QR_CASE_0007_003,,CASE_0007,R200,130,49.14,18.98,38.62,0.97,0.12,3.0,2.88,1.14,4.71,0.11,92.11,Day,OP_015,Operational,7,2,0,None
E000184,ProcessLogs,05/08/2019 09:11,,,BATCH_CASE_0007_004,,,,CASE_0007,R200,205,34.5,22.82,66.14,0.44,0.01,4.49,3.82,1.98,0.56,2.0,88.11,Day,OP_009,Operational,9,2,0,None
E000185,QualitySorting,05/08/2019 12:48,,,,,QR_CASE_0007_005,,CASE_0007,R200,142,56.56,18.25,32.27,1.29,0.37,1.83,2.73,3.05,4.77,3.08,78.63,Day,OP_002,Operational,12,2,0,None
E000186,ShiftEnd,05/08/2019 13:33,,LOG_R200_006,,,,,CASE_0007,R200,60,55.97,43.2,77.18,0.6,0.09,3.56,3.07,1.69,2.01,2.56,87.45,Day,OP_003,Operational,13,2,0,None
E000187,MaintenanceUnplanned,05/08/2019 15:21,MR_R200_007,,,,,,CASE_0007,R200,70,34.59,12.51,36.17,2.92,2.24,1.95,2.54,3.34,3.41,0.26,90.89,Day,OP_012,Maintenance,15,2,0,None
E000188,ProcessLogs,05/08/2019 19:26,,,BATCH_CASE_0007_008,,,,CASE_0007,R200,64,20.71,15.71,75.86,0.17,0.05,0.28,2.66,2.63,0.88,0.05,90.71,Night,OP_001,Operational,19,2,0,None
E000189,ShiftEnd,05/08/2019 20:52,,LOG_R200_009,,,,,CASE_0007,R200,183,34.9,24.51,70.23,0.39,0.07,3.75,3.49,2.93,0.59,3.6,83.45,Night,OP_007,Operational,20,2,0,None
E000190,ProcessLogs,05/08/2019 22:23,,,BATCH_CASE_0007_010,,,,CASE_0007,R200,117,45.04,25.54,56.71,0.12,0.03,1.8,2.0,2.27,1.84,1.02,87.42,Night,OP_010,Operational,22,2,0,None
E000191,MaintenancePlanned,05/09/2019 01:22,MR_R200_011,,,,,,CASE_0007,R200,108,46.52,11.7,25.15,3.08,1.56,0.23,1.46,3.68,0.89,3.84,85.27,Night,OP_013,Maintenance,1,3,0,None
E000192,LogShortage,05/09/2019 05:51,,LOG_R200_012,,,,,CASE_0007,R200,217,29.81,12.73,42.7,0.62,0.22,1.36,0.31,1.49,2.51,3.61,87.84,Night,OP_013,Operational,5,3,0,None
E000193,ProcessLogs,05/09/2019 08:11,,,BATCH_CASE_0007_013,,,,CASE_0007,R200,152,11.58,5.86,50.6,0.42,0.18,1.64,2.21,0.03,1.0,2.26,91.78,Day,OP_010,Operational,8,3,0,None
E000194,QualitySorting,05/09/2019 09:55,,,,,QR_CASE_0007_014,,CASE_0007,R200,201,58.54,46.76,79.88,1.16,0.42,2.73,3.18,0.6,4.66,0.1,89.43,Day,OP_011,Operational,9,3,0,None
E000195,LogShortage,05/09/2019 14:18,,LOG_R200_015,,,,,CASE_0007,R200,52,57.45,14.41,25.08,0.99,0.42,3.64,0.42,2.12,1.19,1.97,86.45,Day,OP_003,Operational,14,3,0,None
E000196,StartProduction,05/09/2019 17:22,,,BATCH_CASE_0007_016,,,,CASE_0007,R200,61,55.91,41.57,74.35,0.78,0.27,1.86,3.9,0.34,0.48,0.53,95.0,Day,OP_002,Operational,17,3,0,None
E000197,StartProduction,05/09/2019 19:59,,,BATCH_CASE_0007_017,,,,CASE_0007,R200,161,42.45,13.66,32.18,0.44,0.19,4.63,1.57,3.33,1.63,1.81,84.01,Night,OP_004,Operational,19,3,0,None
E000198,ProcessLogs,05/09/2019 21:47,,,BATCH_CASE_0007_018,,,,CASE_0007,R200,199,13.67,4.21,30.8,0.67,0.11,0.6,1.43,3.08,2.26,1.85,95.0,Night,OP_002,Operational,21,3,0,None
E000199,ProcessLogs,05/09/2019 23:33,,,BATCH_CASE_0007_019,,,,CASE_0007,R200,127,50.97,32.28,63.33,0.06,0.03,1.64,0.36,0.99,1.78,2.05,95.0,Night,OP_005,Operational,23,3,0,None
E000200,MaintenancePlanned,05/10/2019 03:06,MR_R200_020,,,,,,CASE_0007,R200,57,57.51,41.41,72.0,2.17,1.68,0.47,0.41,3.18,0.61,0.25,95.0,Night,OP_004,Maintenance,3,4,0,None
E000201,MaintenancePlanned,05/10/2019 04:56,MR_R200_021,,,,,,CASE_0007,R200,152,27.36,16.32,59.65,2.43,1.92,1.29,3.25,0.09,0.32,3.61,91.61,Night,OP_003,Maintenance,4,4,0,None
E000202,QualitySorting,04/20/2021 00:00,,,,,QR_CASE_0008_000,,CASE_0008,R250,151,33.8,15.56,46.04,0.64,0.11,4.54,1.1,1.78,0.74,2.46,91.04,Night,OP_011,Operational,0,1,1,QR-2|TR-2|QR-1
E000203,ShiftEnd,04/20/2021 01:57,,LOG_R250_001,,,,,CASE_0008,R250,172,11.17,4.51,40.38,0.21,0.02,4.42,2.1,2.52,4.01,3.18,88.41,Night,OP_013,Operational,1,1,1,QR-2|TR-2|QR-1
E000204,ShiftEnd,04/20/2021 05:27,,LOG_R250_002,,,,,CASE_0008,R250,174,25.89,14.53,56.12,0.48,0.06,0.13,2.39,0.12,4.05,1.12,95.0,Night,OP_008,Operational,5,1,1,QR-2|TR-2|QR-1
E000205,QualityInspection,04/20/2021 08:37,,,,,QR_CASE_0008_003,,CASE_0008,R250,109,58.65,17.89,30.5,0.99,0.13,4.08,3.67,0.22,4.98,0.88,89.72,Day,OP_013,Operational,8,1,1,QR-2|TR-2|QR-1
E000206,MaintenancePlanned,04/20/2021 11:28,MR_R250_004,,,,,,CASE_0008,R250,94,17.16,9.88,57.58,2.92,2.48,4.57,0.11,2.8,4.74,2.25,85.83,Day,OP_004,Maintenance,11,1,1,QR-2|TR-2|QR-1
E000207,LogShortage,04/20/2021 15:45,,LOG_R250_005,,,,,CASE_0008,R250,176,36.19,12.54,34.65,0.06,0.0,3.01,0.08,1.91,1.66,2.46,94.93,Day,OP_006,Operational,15,1,1,QR-2|TR-2|QR-1
E000208,QualityInspection,04/20/2021 19:43,,,,,QR_CASE_0008_006,,CASE_0008,R250,132,11.1,3.68,33.15,1.06,0.08,0.55,2.11,1.46,0.36,2.82,95.0,Night,OP_010,Operational,19,1,1,QR-2|TR-2|QR-1
E000209,QualitySorting,04/20/2021 20:54,,,,,QR_CASE_0008_007,,CASE_0008,R250,90,46.08,22.59,49.02,0.97,0.08,3.47,3.72,3.15,1.12,2.36,82.34,Night,OP_005,Operational,20,1,1,QR-2|TR-2|QR-1
E000210,ProcessLogs,04/21/2021 00:16,,,BATCH_CASE_0008_008,,,,CASE_0008,R250,50,57.34,44.25,77.17,1.28,0.49,0.91,1.27,3.24,3.06,2.56,84.9,Night,OP_008,Operational,0,2,1,QR-2|TR-2|QR-1
E000211,ProcessLogs,04/21/2021 02:02,,,BATCH_CASE_0008_009,,,,CASE_0008,R250,138,59.08,20.23,22.39,1.01,0.37,0.06,0.84,2.77,1.75,3.15,94.64,Night,OP_001,Operational,2,2,1,QR-2|TR-2|QR-1
E000212,MaintenancePlanned,04/21/2021 04:39,MR_R250_010,,,,,,CASE_0008,R250,92,54.0,28.14,52.11,1.64,1.27,0.51,1.92,3.46,3.25,2.75,84.52,Night,OP_002,Maintenance,4,2,1,QR-2|TR-2|QR-1
E000213,StartProduction,04/21/2021 07:59,,,BATCH_CASE_0008_011,,,,CASE_0008,R250,131,21.58,6.64,30.77,0.26,0.05,2.74,3.59,0.37,2.97,2.45,87.77,Day,OP_001,Operational,7,2,1,QR-2|TR-2|QR-1
E000214,ProcessLogs,04/21/2021 10:41,,,BATCH_CASE_0008_012,,,,CASE_0008,R250,161,16.17,4.94,30.55,0.61,0.17,2.7,2.64,1.19,0.48,1.57,92.75,Day,OP_008,Operational,10,2,1,QR-2|TR-2|QR-1
E000215,ProcessLogs,04/21/2021 12:06,,,BATCH_CASE_0008_013,,,,CASE_0008,R250,72,23.32,14.32,61.41,0.3,0.0,20.16,3.14,1.88,22.27,2.57,50.0,Day,OP_006,Operational,12,2,1,QR-2|TR-2|QR-1
E000216,QualitySorting,04/21/2021 16:05,,,,,QR_CASE_0008_014,,CASE_0008,R250,61,21.69,10.97,50.58,0.85,0.06,0.48,2.67,3.23,2.07,3.03,85.73,Day,OP_001,Operational,16,2,1,QR-2|TR-2|QR-1
E000217,ProcessLogs,04/21/2021 20:23,,,BATCH_CASE_0008_015,,,,CASE_0008,R250,187,43.73,33.45,76.49,0.86,0.1,1.49,1.58,3.42,0.17,2.28,91.96,Night,OP_010,Operational,20,2,1,QR-2|TR-2|QR-1
E000218,ProcessLogs,04/21/2021 23:55,,,BATCH_CASE_0008_016,,,,CASE_0008,R250,164,16.99,13.45,79.16,0.19,0.04,2.18,3.99,2.51,4.17,1.03,90.36,Night,OP_015,Operational,23,2,1,QR-2|TR-2|QR-1
E000219,StartProduction,04/22/2021 03:19,,,BATCH_CASE_0008_017,,,,CASE_0008,R250,151,36.71,26.47,72.11,1.38,0.01,2.94,3.13,0.45,0.75,2.27,91.96,Night,OP_002,Operational,3,3,1,QR-2|TR-2|QR-1
E000220,QualitySorting,04/22/2021 07:39,,,,,QR_CASE_0008_018,,CASE_0008,R250,123,53.11,38.99,73.41,1.32,0.17,3.27,2.29,1.89,0.86,1.61,91.9,Day,OP_011,Operational,7,3,1,QR-2|TR-2|QR-1
E000221,QualitySorting,04/22/2021 10:37,,,,,QR_CASE_0008_019,,CASE_0008,R250,134,43.91,12.17,27.72,1.38,0.62,4.21,2.74,3.89,1.14,2.97,87.57,Day,OP_006,Operational,10,3,1,QR-2|TR-2|QR-1
E000222,ProcessLogs,04/22/2021 12:30,,,BATCH_CASE_0008_020,,,,CASE_0008,R250,72,17.77,6.51,36.63,1.24,0.46,3.8,3.47,3.28,2.58,0.64,83.9,Day,OP_009,Operational,12,3,1,QR-2|TR-2|QR-1
E000223,QualityInspection,04/22/2021 15:13,,,,,QR_CASE_0008_021,,CASE_0008,R250,195,9.51,3.39,35.65,1.25,0.52,1.25,1.83,3.67,3.52,1.1,92.41,Day,OP_009,Operational,15,3,1,QR-2|TR-2|QR-1
E000224,ProcessLogs,04/22/2021 18:06,,,BATCH_CASE_0008_022,,,,CASE_0008,R250,57,20.58,10.68,51.9,0.27,0.12,1.75,0.65,3.58,3.74,2.76,85.16,Night,OP_007,Operational,18,3,1,QR-2|TR-2|QR-1
E000225,ShiftEnd,04/22/2021 19:40,,LOG_R250_023,,,,,CASE_0008,R250,104,52.57,31.86,60.6,1.02,0.14,2.05,0.08,3.12,3.84,0.04,95.0,Night,OP_011,Operational,19,3,1,QR-2|TR-2|QR-1
E000226,QualityInspection,04/22/2021 21:38,,,,,QR_CASE_0008_024,,CASE_0008,R250,114,39.63,30.46,76.86,0.64,0.12,1.26,1.87,2.71,4.12,1.59,84.27,Night,OP_009,Operational,21,3,1,QR-2|TR-2|QR-1
